Notes-Cullen,Notes-Tuli,Secondary-cit. to add later?,Final status,Comments,Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Object Kingdom,Object Phylum,Object Class,Object Order,Object Family,Object Genus,Object Species
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Annonaceae,Annona,Annona pisonis
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Annonaceae,Annona,Annona squamosa
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Moraceae,Artocarpus,Artocarpus integrifolia
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Arecaceae,Bactris,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Malpighiaceae,Byrsonima,Byrsonima spicata
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Sapotaceae,Calocarpum,Calocarpum mammosum
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Caricaceae,Carica,Carica papaya
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Urticaceae,Cecropia,Cecropia peltata
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Urticaceae,Cecropia,Cecropia peltata
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Urticaceae,Cecropia,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Urticaceae,Cecropia,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Malvaceae,Ceiba,Ceiba pentandra
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Cactaceae,Cereus,Cereus hexagonus
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Moraceae,Chlorophora,Chlorophora tinctoria
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Arecaceae,Chrysalidocarpus,Chrysalidocarpus lutescens
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Chrysobalanaceae,Chrysobalanus,Chrysobalanus icaco
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Sapotaceae,Chrysophyllum,Chrysophyllum cainito
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Polygonaceae,Coccoloba,Coccoloba uvifera
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Arecaceae,Coccothrinax,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Rubiaceae,Coffea,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Boraginaceae,Cordia,Cordia bicolor
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Boraginaceae,Cordia,Cordia collococca
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Bignoniaceae,Crescentia,Crescentia cujete
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Bignoniaceae,Crescentia,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Ebenaceae,Diospyros,Diospyros mabola
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Fabaceae,Dipteryx,Dipteryx odorata
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Cactaceae,Epiphyllum,Epiphyllum hookeri
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Myrtaceae,Eugenia,Eugenia jambos
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Myrtaceae,Eugenia,Eugenia malaccensis
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Myrtaceae,Eugenia,Eugenia uniflora
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Moraceae,Ficus,Ficus benjamina
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Moraceae,Ficus,Ficus religiosa
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,El Salvador-Unspecified,El Salvador,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Moraceae,Ficus,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Salicaceae,Flacourtia,Flacourtia indica
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Cactaceae,Hylocereus,Hylocereus lemairei
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Arecaceae,Livistona,Livistona chinensis
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Sapotaceae,Lucuma,Lucuma caimito
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Sapotaceae,Madhuca,Madhuca latifolia
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Malpighiaceae,Malpighia,Malpighia glabra
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Calophyllaceae,Mammea,Mammea americana
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Anacardiaceae,Mangifera,Mangifera indica
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Sapotaceae,Manilkara,Manilkara bidentata
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Sapotaceae,Manilkara,Manilkara zapota
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Sapindaceae,Melicoccus,Melicoccus bijugatus
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Sapotaceae,Mimusops,Mimusops elengi
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Musaceae,Musa,Musa paradisiaca
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Musaceae,Musa,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Myrtaceae,Myrcia,Myrcia jaboticaba
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Malvaceae,Ochroma,Ochroma lagopus
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Passifloraceae,Passiflora,Passiflora quadrangularis
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Lauraceae,Persea,Persea americana
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Myrtaceae,Pimenta,Pimenta racemosa
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Piperaceae,Piper,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Sapotaceae,Pouteria,Pouteria multiflora
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Myrtaceae,Psidium,Psidium guajava
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Myrtaceae,Psidium,Psidium mediterraneum
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Putranjivaceae,Putranjiva,Putranjiva roxburghii
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Arecaceae,Roystonea,Roystonea oleracea
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Sapindaceae,Sapindus,Sapindus saponaria
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Sapotaceae,Sideroxylon,Sideroxylon quadrioculare
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Solanaceae,Solanum,Solanum paniculatum
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Anacardiaceae,Spondias,Spondias cytherea
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Anacardiaceae,Spondias,Spondias mombin
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Combretaceae,Terminalia,Terminalia catappa
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Vitaceae,Vitis,Vitis vinifera
C: done,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Malvaceae,Ceiba,Ceiba pentandra
C: done,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Bignoniaceae,Crescentia,
C: done,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Malvaceae,Ochroma,Ochroma lagopus
C: done,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Malvaceae,Pseudobombax,Pseudobombax septenatum
C: done,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Fabaceae,Hymenaea,Hymenaea courbaril
C: done,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Mexico-Unspecified,Mexico,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Moraceae,Ficus,Ficus padifolia
C: done,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Urticaceae,Cecropia,
C: done,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plantae,,,,Urticaceae,Cecropia,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,,Plantae,,,,Anacardiaceae,Mangifera,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,,Plantae,,,,Musaceae,Musa,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,,Plantae,,,,Arecaceae,Acrocomia,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,,Plantae,,,,Moraceae,Ficus,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,,Plantae,,,,Urticaceae,Cecropia,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,,Plantae,,,,Boraginaceae,Cordia,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,,Plantae,,,,Moraceae,Brosimum,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,,Plantae,,,,Anacardiaceae,Anacardium,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,,Plantae,,,,Lauraceae,Persea,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,,Plantae,,,,Myrtaceae,Eugenia,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Virgin Islands-Unspecified,Virgin Islands,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Brachyphylla,Brachyphylla cavernarum,Plantae,,,,Sapotaceae,Manilkara,Manilkara zapota
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Mexico-Unspecified,Mexico,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plantae,,,,Moraceae,Ficus,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Mexico-Unspecified,Mexico,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plantae,,,,Musaceae,Musa,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Mexico-Unspecified,Mexico,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plantae,,,,Rutaceae,Citrus,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plantae,,,,Piperaceae,Piper,Piper auritum
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plantae,,,,Piperaceae,Piper,
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Sapotaceae,Manilkara,Manilkara zapota
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Sapotaceae,Chrysophyllum,Chrysophyllum cainito
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Sapotaceae,Manilkara,Manilkara zapota
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Sapotaceae,Calocarpum,Calocarpum mammosum
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Caricaceae,Carica,Carica papaya
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Urticaceae,Cecropia,Cecropia peltata
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Malvaceae,Ceiba,Ceiba pentandra
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Moraceae,Chlorophora,Chlorophora tinctoria
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Polygonaceae,Coccoloba,Coccoloba uvifera
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Bignoniaceae,Crescentia,Crescentia cujete
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Fabaceae,Dipteryx,Dipteryx odorata
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Myrtaceae,Eugenia,Eugenia jambos
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Myrtaceae,Eugenia,Eugenia malaccensis
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Moraceae,Ficus,Ficus benjamina
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Fabaceae,Hymenaea,Hymenaea courbaril
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Anacardiaceae,Mangifera,Mangifera indica
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Sapotaceae,Manilkara,Manilkara bidentata
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Sapindaceae,Melicoccus,Melicoccus bijugatus
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Muntingiaceae,Muntingia,Muntingia calabura
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Malvaceae,Ochroma,Ochroma lagopus
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Myrtaceae,Pimenta,Pimenta racemosa
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Piperaceae,Piper,Piper tuberculatum
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Sapotaceae,Pouteria,Pouteria multiflora
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Malvaceae,Pseudobombax,Pseudobombax septenatum
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Myrtaceae,Psidium,Psidium guajava
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Sapindaceae,Sapindus,Sapindus saponaria
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Anacardiaceae,Spondias,Spondias mombin
Done 2/21,,,Done,,Secondary,350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Combretaceae,Terminalia,Terminalia catappa
